Date,Airport,Total,Flights,Booths,Mean per flight
05/05/2012,DTW,4054,22,232,184.27
05/05/2012,EWR,15010,99,540,151.62
05/05/2012,IAH,10774,112,346,96.2
05/05/2012,JFK,32643,166,1241,196.64
05/05/2012,LAS,1523,8,53,190.38
05/05/2012,LAX,21200,104,993,203.85
05/05/2012,MCO,5084,25,220,203.36
05/05/2012,MIA,24249,168,805,144.34
05/05/2012,MSP,1699,11,70,154.45
05/05/2012,ORD,12134,65,364,186.68
05/05/2012,PHL,5438,34,183,159.94
05/05/2012,PHX,2421,24,77,100.88
05/05/2012,SEA,3009,21,118,143.29
05/05/2012,SFO,11668,52,422,224.38
05/05/2012,LGA,15010,99,540,151.62
05/05/2012,BOS,3913,24,179,163
06/05/2012,ATL,12078,76,484,158.92
06/05/2012,CLT,3871,24,86,161.29
06/05/2012,DEN,1565,13,47,120.38
06/05/2012,DFW,7693,60,241,128.22
06/05/2012,DTW,3501,19,167,184.26
06/05/2012,EWR,13243,96,517,137.95
06/05/2012,IAH,11840,117,382,101.2
06/05/2012,JFK,31140,161,1290,193.42
06/05/2012,LAS,2496,15,77,166.4
06/05/2012,LAX,22077,105,985,210.26
06/05/2012,MCO,3778,23,199,164.26
06/05/2012,MIA,23718,171,792,138.7
06/05/2012,MSP,1452,10,69,145.2
06/05/2012,ORD,11609,66,375,175.89
06/05/2012,PHL,5159,35,153,147.4
06/05/2012,PHX,2295,22,71,104.32
06/05/2012,SEA,2795,19,138,147.11
06/05/2012,SFO,11819,50,437,236.38
06/05/2012,LGA,13243,96,517,137.95
06/05/2012,BOS,4209,28,165,150
07/05/2012,ATL,10848,73,438,148.6
07/05/2012,CLT,2957,19,82,155.63
07/05/2012,DEN,1179,10,43,117.9
07/05/2012,DFW,7042,58,237,121.41
07/05/2012,DTW,3521,20,196,176.05
07/05/2012,EWR,12724,94,478,135.36
07/05/2012,IAH,9402,109,322,86.26
07/05/2012,JFK,30496,166,1278,183.71
07/05/2012,LAS,1664,12,52,138.67
07/05/2012,LAX,19132,95,935,201.39
07/05/2012,MCO,3178,18,165,176.56
07/05/2012,MIA,21219,163,798,130.18
07/05/2012,MSP,1361,10,51,136.1
07/05/2012,ORD,11490,62,307,185.32
07/05/2012,PHL,4124,30,135,137.47
07/05/2012,PHX,1847,18,76,102.61
07/05/2012,SEA,2588,18,128,143.78
07/05/2012,SFO,10734,47,438,228.38
07/05/2012,LGA,12724,94,478,135.36
07/05/2012,BOS,3759,29,155,129
08/05/2012,ATL,9795,69,422,141.96
08/05/2012,CLT,2908,20,70,145.4
08/05/2012,DEN,874,8,38,109.25
08/05/2012,DFW,5705,52,235,109.71
08/05/2012,DTW,2581,18,182,143.39
08/05/2012,EWR,11496,90,445,127.73
08/05/2012,IAH,8145,95,333,85.74
08/05/2012,JFK,27736,157,1211,176.66
08/05/2012,LAS,1594,7,50,227.71
08/05/2012,LAX,18683,92,826,203.08
08/05/2012,MCO,3614,22,162,164.27
08/05/2012,MIA,19056,154,785,123.74
08/05/2012,MSP,1325,10,63,132.5
08/05/2012,ORD,8582,54,292,158.93
08/05/2012,PHL,3163,24,133,131.79
08/05/2012,PHX,1512,16,70,94.5
08/05/2012,SEA,2688,20,121,134.4
08/05/2012,SFO,10674,50,393,213.48
08/05/2012,LGA,11496,90,445,127.73
08/05/2012,BOS,4051,28,152,144
09/05/2012,ATL,9395,71,401,132.32
09/05/2012,CLT,2389,17,60,140.53
09/05/2012,DEN,949,9,35,105.44
09/05/2012,DFW,6078,53,236,114.68
09/05/2012,DTW,3362,20,177,168.1
09/05/2012,EWR,11941,91,517,131.22
09/05/2012,IAH,8019,94,329,85.31
09/05/2012,JFK,27667,155,1192,178.5
09/05/2012,LAS,1771,8,43,221.38
09/05/2012,LAX,18925,96,978,197.14
09/05/2012,MCO,2830,17,160,166.47
09/05/2012,MIA,19633,153,761,128.32
09/05/2012,MSP,1455,11,49,132.27
09/05/2012,ORD,10125,59,309,171.61
09/05/2012,PHL,3244,29,171,111.86
09/05/2012,PHX,1121,15,65,74.73
09/05/2012,SEA,2831,20,126,141.55
09/05/2012,SFO,10523,49,372,214.76
09/05/2012,LGA,11941,91,517,131.22
09/05/2012,BOS,3619,30,118,120
10/05/2012,ATL,10539,74,421,142.42
10/05/2012,CLT,2628,18,78,146
10/05/2012,DEN,1278,11,55,116.18
10/05/2012,DFW,6229,56,208,111.23
10/05/2012,DTW,3191,19,203,167.95
10/05/2012,EWR,13008,95,523,136.93
10/05/2012,IAH,9260,109,373,84.95
10/05/2012,JFK,31016,166,1227,186.84
10/05/2012,LAS,2993,17,101,176.06
10/05/2012,LAX,20098,99,979,203.01
10/05/2012,MCO,3149,21,137,149.95
10/05/2012,MIA,21912,163,807,134.43
10/05/2012,MSP,1440,10,82,144
10/05/2012,ORD,10402,59,399,176.31
10/05/2012,PHL,3528,28,153,126
10/05/2012,PHX,1346,18,52,74.78
10/05/2012,SEA,2352,18,122,130.67
10/05/2012,SFO,11323,50,380,226.46
10/05/2012,LGA,13008,95,523,136.93
10/05/2012,BOS,3389,25,174,135
11/05/2012,ATL,11739,72,475,163.04
11/05/2012,CLT,3090,18,76,171.67
11/05/2012,DEN,1115,10,38,111.5
11/05/2012,DFW,7158,55,222,130.15
11/05/2012,DTW,3663,18,183,203.5
11/05/2012,EWR,13758,91,515,151.19
11/05/2012,IAH,10787,111,423,97.18
11/05/2012,JFK,32319,164,1216,197.07
11/05/2012,LAS,1838,10,66,183.8
11/05/2012,LAX,18969,94,929,201.8
11/05/2012,MCO,3860,21,164,183.81
11/05/2012,MIA,23999,168,842,142.85
11/05/2012,MSP,1582,10,81,158.2
11/05/2012,ORD,11629,59,437,197.1
11/05/2012,PHL,4796,32,208,149.88
11/05/2012,PHX,1858,18,59,103.22
11/05/2012,SEA,3027,20,140,151.35
11/05/2012,SFO,11981,51,434,234.92
11/05/2012,LGA,13758,91,515,151.19
11/05/2012,BOS,4805,31,207,155
12/05/2012,ATL,14733,85,423,173.33
12/05/2012,CLT,4816,32,96,150.5
12/05/2012,DEN,1953,16,69,122.06
12/05/2012,DFW,8273,62,241,133.44
12/05/2012,DTW,4653,23,225,202.3
12/05/2012,EWR,15944,98,501,162.69
12/05/2012,IAH,12016,113,402,106.34
12/05/2012,JFK,35378,172,1250,205.69
12/05/2012,LAS,1528,7,54,218.29
12/05/2012,LAX,23273,109,1018,213.51
12/05/2012,MCO,5031,25,203,201.24
12/05/2012,MIA,24624,168,828,146.57
12/05/2012,MSP,1770,11,83,160.91
12/05/2012,ORD,12980,63,386,206.03
12/05/2012,PHL,5862,35,177,167.49
12/05/2012,PHX,2706,24,84,112.75
12/05/2012,SEA,3302,21,137,157.24
12/05/2012,SFO,12736,54,409,235.85
12/05/2012,LGA,15944,98,501,162.69
12/05/2012,BOS,4468,24,182,186
13/05/2012,ATL,12632,76,468,166.21
13/05/2012,CLT,3841,26,68,147.73
13/05/2012,DEN,1675,14,68,119.64
13/05/2012,DFW,7889,60,240,131.48
13/05/2012,DTW,3768,20,186,188.4
13/05/2012,EWR,14374,96,487,149.73
13/05/2012,IAH,12170,119,444,102.27
13/05/2012,JFK,34431,165,1263,208.67
13/05/2012,LAS,2890,17,95,170
13/05/2012,LAX,22456,107,953,209.87
13/05/2012,MCO,4139,24,161,172.46
13/05/2012,MIA,23144,172,785,134.56
13/05/2012,MSP,1688,10,83,168.8
13/05/2012,ORD,13148,68,340,193.35
13/05/2012,PHL,5749,36,195,159.69
13/05/2012,PHX,2467,22,115,112.14
13/05/2012,SEA,3010,19,131,158.42
13/05/2012,SFO,12389,50,378,247.78
13/05/2012,LGA,14374,96,487,149.73
13/05/2012,BOS,4798,27,186,177
14/05/2012,ATL,11389,72,479,158.18
14/05/2012,CLT,3086,18,63,171.44
14/05/2012,DEN,1189,10,40,118.9
14/05/2012,DFW,7129,56,231,127.3
14/05/2012,DTW,3612,20,229,180.6
14/05/2012,EWR,13050,91,495,143.41
14/05/2012,IAH,10046,110,345,91.33
14/05/2012,JFK,32551,164,1364,198.48
14/05/2012,LAS,1635,10,49,163.5
14/05/2012,LAX,19962,96,992,207.94
14/05/2012,MCO,2914,17,128,171.41
14/05/2012,MIA,22867,168,750,136.11
14/05/2012,MSP,1527,10,57,152.7
14/05/2012,ORD,12149,66,355,184.08
14/05/2012,PHL,4906,30,145,163.53
14/05/2012,PHX,2001,17,70,117.71
14/05/2012,SEA,2690,19,118,141.58
14/05/2012,SFO,11431,47,397,243.21
14/05/2012,LGA,13050,91,495,143.41
14/05/2012,BOS,4150,28,141,148
15/05/2012,ATL,10024,70,433,143.2
15/05/2012,CLT,3037,18,59,168.72
15/05/2012,DEN,1027,9,40,114.11
15/05/2012,DFW,5998,52,230,115.35
15/05/2012,DTW,2788,18,152,154.89
15/05/2012,EWR,12729,89,510,143.02
15/05/2012,IAH,8430,93,287,90.65
15/05/2012,JFK,30729,152,1297,202.16
15/05/2012,LAS,1462,7,50,208.86
15/05/2012,LAX,19530,92,901,212.28
15/05/2012,MCO,3768,23,185,163.83
15/05/2012,MIA,21244,159,797,133.61
15/05/2012,MSP,1582,11,71,143.82
15/05/2012,ORD,10113,55,394,183.87
15/05/2012,PHL,3778,25,150,151.12
15/05/2012,PHX,1732,16,64,108.25
15/05/2012,SEA,3069,21,119,146.14
15/05/2012,SFO,11712,51,398,229.65
15/05/2012,LGA,12729,89,510,143.02
15/05/2012,BOS,3717,26,173,142
16/05/2012,ATL,10921,104,520,105.01
16/05/2012,CLT,2737,18,83,152.06
16/05/2012,DEN,1071,9,36,119
16/05/2012,DFW,6672,55,244,121.31
16/05/2012,DTW,3778,19,167,198.84
16/05/2012,EWR,14082,95,522,148.23
16/05/2012,IAH,9020,95,327,94.95
16/05/2012,JFK,33273,159,1412,209.26
16/05/2012,LAS,1765,8,71,220.63
16/05/2012,LAX,20028,96,1054,208.63
16/05/2012,MCO,3120,20,181,156
16/05/2012,MIA,21590,157,759,137.52
16/05/2012,MSP,1703,11,83,154.82
16/05/2012,ORD,11621,61,482,190.51
16/05/2012,PHL,4269,29,187,147.21
16/05/2012,PHX,1086,14,58,77.57
16/05/2012,SEA,3224,20,122,161.2
16/05/2012,SFO,11950,52,426,229.81
16/05/2012,LGA,14082,95,522,148.23
16/05/2012,BOS,4800,31,204,154
17/05/2012,ATL,11962,107,553,111.79
17/05/2012,CLT,2925,18,62,162.5
17/05/2012,DEN,1287,11,48,117
17/05/2012,DFW,6539,56,260,116.77
17/05/2012,DTW,3707,19,199,195.11
17/05/2012,EWR,14676,94,606,156.13
17/05/2012,IAH,9714,107,367,90.79
17/05/2012,JFK,33572,160,1267,209.83
17/05/2012,LAS,3205,18,100,178.06
17/05/2012,LAX,21386,100,1083,213.86
17/05/2012,MCO,3216,20,149,160.8
17/05/2012,MIA,23871,161,824,148.27
17/05/2012,MSP,1670,10,66,167
17/05/2012,ORD,11900,62,606,191.94
17/05/2012,PHL,4457,28,179,159.18
17/05/2012,PHX,1512,18,66,84
17/05/2012,SEA,2483,17,129,146.06
17/05/2012,SFO,12198,51,415,239.18
17/05/2012,LGA,14676,94,606,156.13
17/05/2012,BOS,4752,28,153,169
18/05/2012,ATL,12749,108,658,118.05
18/05/2012,CLT,3058,18,76,169.89
18/05/2012,DEN,1153,9,36,128.11
18/05/2012,DFW,6883,54,231,127.46
18/05/2012,DTW,3907,19,203,205.63
18/05/2012,EWR,13817,94,525,146.99
18/05/2012,IAH,10847,111,420,97.72
18/05/2012,JFK,32226,164,1260,196.5
18/05/2012,LAS,1802,10,74,180.2
18/05/2012,LAX,20684,97,1017,213.24
18/05/2012,MCO,4187,22,186,190.32
18/05/2012,MIA,25190,166,843,151.75
18/05/2012,MSP,1765,11,76,160.45
18/05/2012,ORD,12077,62,607,194.79
18/05/2012,PHL,4964,31,181,160.13
18/05/2012,PHX,1714,18,57,95.22
18/05/2012,SEA,3207,20,128,160.35
18/05/2012,SFO,12914,53,441,243.66
18/05/2012,LGA,13817,94,525,146.99
18/05/2012,BOS,5428,33,207,164
19/05/2012,ATL,14500,124,627,116.94
19/05/2012,CLT,4821,31,93,155.52
19/05/2012,DEN,2059,16,54,128.69
19/05/2012,DFW,8210,64,244,128.28
19/05/2012,DTW,4683,24,256,195.13
19/05/2012,EWR,15490,100,525,154.9
19/05/2012,IAH,11502,115,381,100.02
19/05/2012,JFK,33832,168,1263,201.38
19/05/2012,LAS,1537,7,39,219.57
19/05/2012,LAX,23861,108,1063,220.94
19/05/2012,MCO,4835,26,196,185.96
19/05/2012,MIA,25060,168,826,149.17
19/05/2012,MSP,1841,12,73,153.42
19/05/2012,ORD,12863,68,553,189.16
19/05/2012,PHL,5907,35,206,168.77
19/05/2012,PHX,2606,24,84,108.58
19/05/2012,SEA,3607,21,126,171.76
19/05/2012,SFO,12671,53,396,239.08
19/05/2012,LGA,15490,100,525,154.9
19/05/2012,BOS,4330,25,166,173
20/05/2012,ATL,12782,110,497,116.2
20/05/2012,CLT,4197,26,95,161.42
20/05/2012,DEN,1726,14,53,123.29
20/05/2012,DFW,7831,60,247,130.52
20/05/2012,DTW,3870,18,177,215
20/05/2012,EWR,14056,94,526,149.53
20/05/2012,IAH,12463,120,415,103.86
20/05/2012,JFK,34639,170,1292,203.76
20/05/2012,LAS,2935,16,96,183.44
20/05/2012,LAX,22882,105,1013,217.92
20/05/2012,MCO,3855,23,176,167.61
20/05/2012,MIA,24056,168,835,143.19
20/05/2012,MSP,1564,9,62,173.78
20/05/2012,ORD,12503,67,565,186.61
20/05/2012,PHL,5895,36,196,163.75
20/05/2012,PHX,2347,22,82,106.68
20/05/2012,SEA,2649,17,130,155.82
20/05/2012,SFO,12226,50,403,244.52
20/05/2012,LGA,14056,94,526,149.53
20/05/2012,BOS,4831,28,196,172
21/05/2012,ATL,11942,111,507,107.59
21/05/2012,CLT,3289,18,77,182.72
21/05/2012,DEN,1117,9,37,124.11
21/05/2012,DFW,7276,57,249,127.65
21/05/2012,DTW,3952,20,219,197.6
21/05/2012,EWR,13147,90,485,146.08
21/05/2012,IAH,10285,107,391,96.12
21/05/2012,JFK,32700,163,1246,200.61
21/05/2012,LAS,1494,10,54,149.4
21/05/2012,LAX,20672,100,975,206.72
21/05/2012,MCO,3165,18,133,175.83
21/05/2012,MIA,22274,164,773,135.82
21/05/2012,MSP,1598,11,61,145.27
21/05/2012,ORD,11859,65,413,182.45
21/05/2012,PHL,4815,29,153,166.03
21/05/2012,PHX,1963,18,67,109.06
21/05/2012,SEA,2930,19,150,154.21
21/05/2012,SFO,11870,51,442,232.75
21/05/2012,LGA,13147,90,485,146.08
21/05/2012,BOS,4557,29,193,157
22/05/2012,ATL,10609,101,491,105.04
22/05/2012,CLT,3113,18,76,172.94
22/05/2012,DEN,1204,10,45,120.4
22/05/2012,DFW,6158,53,227,116.19
22/05/2012,DTW,3115,18,216,173.06
22/05/2012,EWR,11682,87,463,134.28
22/05/2012,IAH,8515,93,313,91.56
22/05/2012,JFK,29412,158,1248,186.15
22/05/2012,LAS,1373,7,41,196.14
22/05/2012,LAX,19691,94,907,209.48
22/05/2012,MCO,3831,23,167,166.57
22/05/2012,MIA,18845,153,716,123.17
22/05/2012,MSP,1591,12,80,132.58
22/05/2012,ORD,10744,63,383,170.54
22/05/2012,PHL,4000,25,155,160
22/05/2012,PHX,1673,16,84,104.56
22/05/2012,SEA,3223,22,145,146.5
22/05/2012,SFO,11582,52,414,222.73
22/05/2012,LGA,11682,87,463,134.28
22/05/2012,BOS,3848,28,162,137
23/05/2012,ATL,10900,106,516,102.83
23/05/2012,CLT,2968,18,61,164.89
23/05/2012,DEN,1082,10,36,108.2
23/05/2012,DFW,6392,55,214,116.22
23/05/2012,DTW,3879,19,203,204.16
23/05/2012,EWR,13481,94,545,143.41
23/05/2012,IAH,9054,97,336,93.34
23/05/2012,JFK,31640,160,1335,197.75
23/05/2012,LAS,2857,11,89,259.73
23/05/2012,LAX,19654,96,953,204.73
23/05/2012,MCO,3347,20,130,167.35
23/05/2012,MIA,20670,154,798,134.22
23/05/2012,MSP,1699,12,71,141.58
23/05/2012,ORD,11765,62,389,189.76
23/05/2012,PHL,4487,28,169,160.25
23/05/2012,PHX,1251,15,68,83.4
23/05/2012,SEA,3153,20,146,157.65
23/05/2012,SFO,11332,52,393,217.92
23/05/2012,LGA,13481,94,545,143.41
23/05/2012,BOS,4556,29,157,157
24/05/2012,ATL,11727,106,451,110.63
24/05/2012,CLT,3123,20,83,156.15
24/05/2012,DEN,1255,11,40,114.09
24/05/2012,DFW,6276,54,229,116.22
24/05/2012,DTW,3893,19,191,204.89
24/05/2012,EWR,14094,92,559,153.2
24/05/2012,IAH,9760,109,392,89.54
24/05/2012,JFK,34091,166,1270,205.37
24/05/2012,LAS,3110,18,103,172.78
24/05/2012,LAX,20295,101,917,200.94
24/05/2012,MCO,3112,18,156,172.89
24/05/2012,MIA,22510,160,783,140.69
24/05/2012,MSP,1690,11,87,153.64
24/05/2012,ORD,12015,61,361,196.97
24/05/2012,PHL,4485,26,179,172.5
24/05/2012,PHX,1484,18,87,82.44
24/05/2012,SEA,2817,19,113,148.26
24/05/2012,SFO,11677,50,411,233.54
24/05/2012,LGA,14094,92,559,153.2
24/05/2012,BOS,4420,27,170,163
25/05/2012,ATL,12766,114,545,111.98
25/05/2012,CLT,3568,22,86,162.18
25/05/2012,DEN,1090,9,35,121.11
25/05/2012,DFW,7150,56,247,127.68
25/05/2012,DTW,4306,19,193,226.63
25/05/2012,EWR,14443,95,609,152.03
25/05/2012,IAH,10403,111,410,93.72
25/05/2012,JFK,33886,167,1389,202.91
25/05/2012,LAS,1963,12,79,163.58
25/05/2012,LAX,20077,98,1015,204.87
25/05/2012,MCO,4343,23,156,188.83
25/05/2012,MIA,23893,167,813,143.07
25/05/2012,MSP,1706,12,81,142.17
25/05/2012,ORD,12113,61,405,198.57
25/05/2012,PHL,4988,29,184,172
25/05/2012,PHX,1691,18,64,93.94
25/05/2012,SEA,3179,20,148,158.95
25/05/2012,SFO,12219,52,453,234.98
25/05/2012,LGA,14443,95,609,152.03
25/05/2012,BOS,5693,32,229,177
26/05/2012,ATL,14374,133,526,108.08
26/05/2012,CLT,5386,35,108,153.89
26/05/2012,DEN,1893,16,59,118.31
26/05/2012,DFW,8027,64,226,125.42
26/05/2012,DTW,4966,24,237,206.92
26/05/2012,EWR,15377,99,471,155.32
26/05/2012,IAH,11597,116,420,99.97
26/05/2012,JFK,34762,171,1327,203.29
26/05/2012,LAS,1293,7,46,184.71
26/05/2012,LAX,23022,109,1040,211.21
26/05/2012,MCO,4581,25,202,183.24
26/05/2012,MIA,24118,168,813,143.56
26/05/2012,MSP,1773,11,74,161.18
26/05/2012,ORD,13108,69,386,189.97
26/05/2012,PHL,6081,36,192,168.92
26/05/2012,PHX,2110,21,84,100.48
26/05/2012,SEA,3128,21,132,148.95
26/05/2012,SFO,12560,56,462,224.29
26/05/2012,LGA,15377,99,471,155.32
26/05/2012,BOS,4626,25,186,185
27/05/2012,ATL,12630,115,521,109.83
27/05/2012,CLT,4378,27,87,162.15
27/05/2012,DEN,1748,14,53,124.86
27/05/2012,DFW,7542,59,230,127.83
27/05/2012,DTW,3437,16,194,214.81
27/05/2012,EWR,12866,89,472,144.56
27/05/2012,IAH,11946,121,378,98.73
27/05/2012,JFK,34266,172,1296,199.22
27/05/2012,LAS,2641,18,95,146.72
27/05/2012,LAX,22381,104,961,215.2
27/05/2012,MCO,3998,25,162,159.92
27/05/2012,MIA,22881,174,771,131.5
27/05/2012,MSP,1542,9,56,171.33
27/05/2012,ORD,12596,66,384,190.85
27/05/2012,PHL,5656,37,165,152.86
27/05/2012,PHX,2389,22,93,108.59
27/05/2012,SEA,2822,19,134,148.53
27/05/2012,SFO,12056,52,488,231.85
27/05/2012,LGA,12866,89,472,144.56
27/05/2012,BOS,4716,29,169,162
28/05/2012,ATL,13322,115,549,115.84
28/05/2012,CLT,3920,22,96,178.18
28/05/2012,DEN,1116,9,43,124
28/05/2012,DFW,7973,57,220,139.88
28/05/2012,DTW,4472,19,207,235.37
28/05/2012,EWR,15127,93,567,162.66
28/05/2012,IAH,12195,114,419,106.97
28/05/2012,JFK,36274,167,1323,217.21
28/05/2012,LAS,1667,11,41,151.55
28/05/2012,LAX,21744,97,1093,224.16
28/05/2012,MCO,3372,19,151,177.47
28/05/2012,MIA,24164,165,866,146.45
28/05/2012,MSP,1874,11,60,170.36
28/05/2012,ORD,13191,63,468,209.38
28/05/2012,PHL,5463,29,184,188.38
28/05/2012,PHX,1993,18,75,110.72
28/05/2012,SEA,3251,20,142,162.55
28/05/2012,SFO,13177,51,483,258.37
28/05/2012,LGA,15127,93,567,162.66
28/05/2012,BOS,5588,29,197,192
29/05/2012,ATL,11775,104,553,113.22
29/05/2012,CLT,3507,21,85,167
29/05/2012,DEN,1248,9,50,138.67
29/05/2012,DFW,6122,53,230,115.51
29/05/2012,DTW,3813,20,206,190.65
29/05/2012,EWR,13478,83,580,162.39
29/05/2012,IAH,9852,98,401,100.53
29/05/2012,JFK,34081,164,1405,207.81
29/05/2012,LAS,1518,7,40,216.86
29/05/2012,LAX,20893,91,941,229.59
29/05/2012,MCO,3889,22,150,176.77
29/05/2012,MIA,20954,152,792,137.86
29/05/2012,MSP,1678,11,66,152.55
29/05/2012,ORD,11461,57,348,201.07
29/05/2012,PHL,4771,28,159,170.39
29/05/2012,PHX,1656,17,59,97.41
29/05/2012,SEA,3513,22,141,159.68
29/05/2012,SFO,12039,51,482,236.06
29/05/2012,LGA,13478,83,580,162.39
29/05/2012,BOS,4652,26,197,178
30/05/2012,ATL,11563,105,570,110.12
30/05/2012,CLT,3541,21,75,168.62
30/05/2012,DEN,1205,10,48,120.5
30/05/2012,DFW,7194,56,256,128.46
30/05/2012,DTW,4165,20,206,208.25
30/05/2012,EWR,13759,92,590,149.55
30/05/2012,IAH,9809,97,351,101.12
30/05/2012,JFK,34165,163,1398,209.6
30/05/2012,LAS,1760,8,47,220
30/05/2012,LAX,22320,102,1091,218.82
30/05/2012,MCO,3961,21,181,188.62
30/05/2012,MIA,21863,158,807,138.37
30/05/2012,MSP,1604,10,52,160.4
30/05/2012,ORD,12901,61,388,211.49
30/05/2012,PHL,4912,30,165,163.73
30/05/2012,PHX,1506,16,71,94.13
30/05/2012,SEA,3306,20,162,165.3
30/05/2012,SFO,12301,51,416,241.2
30/05/2012,LGA,13759,92,590,149.55
30/05/2012,BOS,4887,30,190,162
31/05/2012,ATL,11945,104,580,114.86
31/05/2012,CLT,3512,21,73,167.24
31/05/2012,DEN,1339,11,47,121.73
31/05/2012,DFW,6694,55,238,121.71
31/05/2012,DTW,4137,19,208,217.74
31/05/2012,EWR,15269,95,627,160.73
31/05/2012,IAH,10585,110,361,96.23
31/05/2012,JFK,34991,165,1372,212.07
31/05/2012,LAS,3290,21,110,156.67
31/05/2012,LAX,22476,100,998,224.76
31/05/2012,MCO,3447,20,161,172.35
31/05/2012,MIA,22734,156,839,145.73
31/05/2012,MSP,1788,11,80,162.55
31/05/2012,ORD,14038,66,455,212.7
31/05/2012,PHL,4537,29,134,156.45
31/05/2012,PHX,1687,17,70,99.24
31/05/2012,SEA,2995,19,110,157.63
31/05/2012,SFO,12057,50,382,241.14
31/05/2012,LGA,15269,95,627,160.73
31/05/2012,BOS,4421,25,148,176
01/06/2012,ATL,13191,115,556,114.7
01/06/2012,CLT,3597,22,77,163.5
01/06/2012,DEN,1147,9,50,127.44
01/06/2012,DFW,7392,57,258,129.68
01/06/2012,DTW,4338,19,204,228.32
01/06/2012,EWR,14837,92,616,161.27
01/06/2012,IAH,10766,112,422,96.13
01/06/2012,JFK,36120,170,1469,212.47
01/06/2012,LAS,1873,11,77,170.27
01/06/2012,LAX,21555,99,1074,217.73
01/06/2012,MCO,4556,22,241,207.09
01/06/2012,MIA,25207,168,851,150.04
01/06/2012,MSP,1629,10,71,162.9
01/06/2012,ORD,12245,60,464,204.08
01/06/2012,PHL,4643,30,147,154.77
01/06/2012,PHX,1801,17,61,105.94
01/06/2012,SEA,3476,21,137,165.52
01/06/2012,SFO,12836,54,506,237.7
01/06/2012,LGA,14837,92,616,161.27
01/06/2012,BOS,6148,33,230,186
02/06/2012,ATL,15437,138,551,111.86
02/06/2012,CLT,5704,37,110,154.16
02/06/2012,DEN,2042,16,63,127.63
02/06/2012,DFW,8596,67,255,128.3
02/06/2012,DTW,5314,25,271,212.56
02/06/2012,EWR,16104,97,508,166.02
02/06/2012,IAH,11767,116,381,101.44
02/06/2012,JFK,38001,176,1391,215.91
02/06/2012,LAS,1372,7,47,196
02/06/2012,LAX,24538,112,997,219.09
02/06/2012,MCO,4890,25,169,195.6
02/06/2012,MIA,25281,166,791,152.3
02/06/2012,MSP,1774,10,73,177.4
02/06/2012,ORD,13836,67,381,206.51
02/06/2012,PHL,6452,37,191,174.38
02/06/2012,PHX,2209,20,66,110.45
02/06/2012,SEA,3546,22,138,161.18
02/06/2012,SFO,13294,56,420,237.39
02/06/2012,LGA,16104,97,508,166.02
02/06/2012,BOS,5681,28,177,202
03/06/2012,ATL,13384,122,570,109.7
03/06/2012,CLT,4394,27,95,162.74
03/06/2012,DEN,1790,14,58,127.86
03/06/2012,DFW,8137,64,246,127.14
03/06/2012,DTW,4435,20,198,221.75
03/06/2012,EWR,15339,99,547,154.94
03/06/2012,IAH,12327,122,395,101.04
03/06/2012,JFK,37752,176,1475,214.5
03/06/2012,LAS,2789,18,103,154.94
03/06/2012,LAX,24523,108,1088,227.06
03/06/2012,MCO,4504,24,186,187.67
03/06/2012,MIA,24946,171,831,145.88
03/06/2012,MSP,1794,11,85,163.09
03/06/2012,ORD,13356,67,423,199.34
03/06/2012,PHL,6093,38,217,160.34
03/06/2012,PHX,2301,22,69,104.59
03/06/2012,SEA,3253,19,106,171.21
03/06/2012,SFO,12604,50,430,252.08
03/06/2012,LGA,15339,99,547,154.94
03/06/2012,BOS,5796,32,202,181
04/06/2012,ATL,11965,114,528,104.96
04/06/2012,CLT,3410,22,80,155
04/06/2012,DEN,1137,9,45,126.33
04/06/2012,DFW,6838,60,203,113.97
04/06/2012,DTW,3479,21,207,165.67
04/06/2012,EWR,14089,93,538,151.49
04/06/2012,IAH,10103,111,355,91.02
04/06/2012,JFK,35989,176,1474,204.48
04/06/2012,LAS,1461,9,64,162.33
04/06/2012,LAX,22057,102,1027,216.25
04/06/2012,MCO,3569,20,144,178.45
04/06/2012,MIA,21166,163,786,129.85
04/06/2012,MSP,1715,11,70,155.91
04/06/2012,ORD,12340,63,411,195.87
04/06/2012,PHL,4680,30,156,156
04/06/2012,PHX,1859,18,79,103.28
04/06/2012,SEA,3018,19,93,158.84
04/06/2012,SFO,11993,51,439,235.16
04/06/2012,LGA,14089,93,538,151.49
04/06/2012,BOS,4971,32,180,155
05/06/2012,ATL,10839,72,629,150.54
05/06/2012,CLT,2871,20,74,143.55
05/06/2012,DEN,1217,10,52,121.7
05/06/2012,DFW,5652,54,204,104.67
05/06/2012,DTW,3682,21,231,175.33
05/06/2012,EWR,12071,91,532,132.65
05/06/2012,IAH,8123,94,332,86.41
05/06/2012,JFK,31808,169,1310,188.21
05/06/2012,LAS,1465,7,43,209.29
05/06/2012,LAX,20715,96,1017,215.78
05/06/2012,MCO,3628,23,172,157.74
05/06/2012,MIA,19698,155,775,127.08
05/06/2012,MSP,1694,11,73,154
05/06/2012,ORD,11062,62,365,178.42
05/06/2012,PHL,3997,28,152,142.75
05/06/2012,PHX,1573,17,60,92.53
05/06/2012,SEA,3624,21,123,172.57
05/06/2012,SFO,12049,56,454,215.16
05/06/2012,LGA,12071,91,532,132.65
05/06/2012,BOS,4046,31,152,130
06/06/2012,ATL,11254.5,74.5,627.5,151.05
